AppTimestamp(s),SensorTimestamp(s),Acc_X,Acc_Y,Acc_Z,Label,Latitude,Longitude
4.217,2735687.403,-0.02602,-0.32243,9.87727,9,4.8,6
4.236,2735687.422,-0.01645,-0.31525,9.87727,9,4.8,6
4.253,2735687.441,-0.01884,-0.32004,9.87727,9,4.8,6
4.273,2735687.46,-0.01167,-0.31047,9.88206,9,4.8,6
4.293,2735687.479,-0.02363,-0.33679,9.88206,9,4.8,6
4.31,2735687.498,-0.01167,-0.32004,9.88445,9,4.8,6
4.33,2735687.517,-0.01167,-0.31047,9.87488,9,4.8,6
4.349,2735687.536,-0.01645,-0.32004,9.89402,9,4.8,6
4.368,2735687.555,-0.01406,-0.31286,9.87009,9,4.8,6
4.387,2735687.574,-0.01167,-0.32722,9.88445,9,4.8,6
4.406,2735687.593,-0.02363,-0.32722,9.88445,9,4.8,6
4.426,2735687.612,-0.02602,-0.32722,9.88206,9,4.8,6
4.444,2735687.631,-0.01884,-0.31765,9.88206,9,4.8,6
4.464,2735687.65,-0.00688,-0.31286,9.87488,9,4.8,6
4.487,2735687.669,-0.01884,-0.32722,9.87249,9,4.8,6
4.5,2735687.688,-0.01167,-0.31286,9.87249,9,4.8,6
4.519,2735687.707,-0.02363,-0.32483,9.88206,9,4.8,6
4.537,2735687.726,-0.00688,-0.32722,9.88206,9,4.8,6
4.559,2735687.745,-0.00927,-0.32483,9.87967,9,4.8,6
4.577,2735687.764,-0.01884,-0.32483,9.87967,9,4.8,6
4.596,2735687.783,-0.00927,-0.31765,9.88445,9,4.8,6
4.615,2735687.802,-0.02124,-0.32961,9.88206,9,4.8,6
4.637,2735687.821,-0.01645,-0.32722,9.88445,9,4.8,6
4.654,2735687.84,-0.01884,-0.32243,9.87488,9,4.8,6
4.674,2735687.859,-0.02124,-0.31525,9.88684,9,4.8,6
4.691,2735687.878,-0.01884,-0.32722,9.87967,9,4.8,6
4.709,2735687.897,-0.01406,-0.31765,9.88924,9,4.8,6
4.728,2735687.916,-0.01884,-0.31047,9.88206,9,4.8,6
4.747,2735687.935,-0.01884,-0.31525,9.87727,9,4.8,6
4.77,2735687.954,-0.01167,-0.30808,9.88206,9,4.8,6
4.788,2735687.973,-0.01884,-0.32722,9.88445,9,4.8,6
4.808,2735687.992,-0.01167,-0.32722,9.87488,9,4.8,6
4.824,2735688.011,-0.01645,-0.32483,9.88445,9,4.8,6
4.843,2735688.03,-0.01645,-0.32004,9.87488,9,4.8,6
4.862,2735688.049,-0.01167,-0.32004,9.88206,9,4.8,6
4.885,2735688.068,-0.01167,-0.32722,9.87967,9,4.8,6
4.899,2735688.087,-0.01645,-0.31286,9.87967,9,4.8,6
4.918,2735688.106,-0.02363,-0.31047,9.87967,9,4.8,6
4.936,2735688.125,-0.01645,-0.32961,9.89163,9,4.8,6
4.957,2735688.144,-0.00449,-0.31765,9.87488,9,4.8,6
4.976,2735688.163,-0.00927,-0.31765,9.88684,9,4.8,6
4.995,2735688.182,-0.00209,-0.32722,9.87249,9,4.8,6
5.015,2735688.201,-0.02363,-0.32722,9.88684,9,4.8,6
5.034,2735688.22,-0.01406,-0.31286,9.8677,9,4.8,6
5.056,2735688.239,-0.01645,-0.31765,9.88206,9,4.8,6
5.075,2735688.258,-0.01406,-0.32004,9.88206,9,4.8,6
5.089,2735688.277,-0.01167,-0.31765,9.87967,9,4.8,6
5.109,2735688.296,-0.00449,-0.32483,9.87967,9,4.8,6
5.128,2735688.316,-0.00449,-0.3009,9.88684,9,4.8,6
5.147,2735688.335,-0.02124,-0.332,9.87967,9,4.8,6
5.165,2735688.354,-0.01884,-0.30808,9.88684,9,4.8,6
5.186,2735688.373,-0.01884,-0.32243,9.8677,9,4.8,6
5.207,2735688.392,-0.01645,-0.32243,9.88684,9,4.8,6
5.227,2735688.411,-0.01167,-0.31286,9.87009,9,4.8,6
5.243,2735688.43,-0.01884,-0.32483,9.88684,9,4.8,6
5.262,2735688.449,-0.01645,-0.32483,9.87249,9,4.8,6
5.281,2735688.468,-0.01167,-0.32722,9.87967,9,4.8,6
5.299,2735688.487,-0.02363,-0.32243,9.87009,9,4.8,6
5.317,2735688.506,-0.01884,-0.32243,9.88684,9,4.8,6
5.339,2735688.525,-0.01167,-0.32961,9.88206,9,4.8,6
5.36,2735688.544,-0.01406,-0.32722,9.88684,9,4.8,6
5.378,2735688.563,-0.02124,-0.33918,9.88206,9,4.8,6
5.394,2735688.582,-0.01645,-0.31765,9.87727,9,4.8,6
5.414,2735688.601,-0.01167,-0.32004,9.89163,9,4.8,6
5.433,2735688.62,-0.02841,-0.32722,9.87488,9,4.8,6
5.455,2735688.639,-0.00927,-0.32961,9.88684,9,4.8,6
